Order,PID,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod/Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,1st_Flr_SF,2nd_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,3Ssn_Porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Yr_Sold,Sale_Type,Sale_Condition,SalePrice
63,0528363130,060,RL,98,12256,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,362,Gd,TA,PConc,Ex,TA,Av,GLQ,1032,Unf,0,431,1463,GasA,Ex,Y,SBrkr,1500,1122,0,2622,1,0,2,1,3,1,Gd,9,Typ,2,TA,Attchd,1994,RFn,2,712,TA,TA,Y,186,32,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,315300
64,0528382020,060,RL,92,11764,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348,Gd,TA,PConc,Gd,TA,No,GLQ,524,Unf,0,628,1152,GasA,Ex,Y,SBrkr,1164,1106,0,2270,0,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1999,Fin,3,671,TA,TA,Y,132,57,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,279900
66,0528386040,050,RL,56,14720,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1995,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,579,Gd,TA,PConc,Gd,TA,Av,GLQ,816,Unf,0,1217,2033,GasA,Ex,Y,SBrkr,2053,1185,0,3238,1,0,2,1,4,1,Gd,9,Typ,1,Ex,Attchd,1996,Fin,3,666,TA,TA,Y,283,86,0,0,0,0,NA,NA,NA,0,3,2010,WD,Normal,420000
68,0528456160,020,FV,92,9215,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1218,1218,GasA,Ex,Y,SBrkr,1218,0,0,1218,0,0,2,0,2,1,Gd,4,Typ,0,NA,Attchd,2009,RFn,2,676,TA,TA,Y,0,136,0,0,0,0,NA,NA,NA,0,4,2010,New,Partial,195000
69,0528458070,060,FV,72,8640,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Mn,GLQ,24,Unf,0,732,756,GasA,Ex,Y,SBrkr,764,783,0,1547,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,2009,Unf,2,614,TA,TA,Y,169,45,0,0,0,0,NA,NA,NA,0,6,2010,Con,Normal,225100
70,0528458110,020,FV,75,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36,Gd,TA,PConc,Gd,TA,Av,GLQ,1078,Unf,0,488,1566,GasA,Ex,Y,SBrkr,1566,0,0,1566,1,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2008,RFn,2,750,TA,TA,Y,144,168,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,252100
71,0528477080,060,FV,100,12552,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,222,Unf,0,769,991,GasA,Ex,Y,SBrkr,991,956,0,1947,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2004,RFn,2,678,TA,TA,Y,0,136,0,0,0,0,NA,GdWo,NA,0,5,2010,WD,Normal,264400
72,0528480090,020,FV,84,10440,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,TA,No,GLQ,1414,Unf,0,54,1468,GasA,Ex,Y,SBrkr,1468,0,0,1468,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005,Fin,2,528,TA,TA,Y,0,102,0,0,216,0,NA,NA,NA,0,5,2010,WD,Normal,261900
75,0531380080,060,RL,NA,8880,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,695,Unf,0,253,948,GasA,Ex,Y,SBrkr,1222,888,0,2110,1,0,2,1,3,1,Gd,8,Typ,2,Fa,Attchd,1994,RFn,2,463,TA,TA,Y,0,130,0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,195200
76,0531451110,120,RL,50,8012,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,No,BLQ,543,BLQ,119,261,923,GasA,TA,Y,SBrkr,923,0,0,923,0,0,2,0,2,1,TA,5,Typ,1,TA,Attchd,1980,RFn,1,264,TA,TA,Y,80,0,0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,153000
77,0531451280,060,RL,70,11218,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1055,1055,GasA,Ex,Y,SBrkr,1055,790,0,1845,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1992,RFn,2,462,TA,TA,Y,635,104,0,0,0,0,NA,GdPrv,Shed,400,5,2010,WD,Normal,199400
78,0531452020,120,RL,55,7892,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,918,918,GasA,TA,Y,SBrkr,918,0,0,918,0,0,2,0,2,1,TA,5,Typ,1,TA,Attchd,1979,Unf,1,264,TA,TA,Y,28,0,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,109500
79,0531452050,120,RL,50,7175,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,623,LwQ,121,0,744,GasA,TA,Y,SBrkr,752,0,0,752,1,0,1,0,2,1,TA,4,Typ,0,NA,Attchd,1984,Unf,1,264,TA,TA,Y,353,0,0,0,90,0,NA,MnPrv,NA,0,2,2010,WD,Normal,134800
80,0531452180,060,RL,NA,9453,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,No,BLQ,402,Unf,0,594,996,GasA,Ex,Y,SBrkr,1014,730,0,1744,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,1993,RFn,2,457,TA,TA,Y,370,70,0,238,0,0,NA,NA,NA,0,2,2010,WD,Normal,184700
81,0531453010,020,RL,81,9672,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0,TA,TA,PConc,Gd,TA,No,GLQ,338,Unf,0,702,1040,GasA,TA,Y,SBrkr,1097,0,0,1097,0,0,2,0,3,1,TA,6,Typ,0,NA,Attchd,1986,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,NA,GdPrv,NA,0,5,2010,WD,Normal,142200
82,0531453040,060,RL,70,8400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,650,650,GasA,TA,Y,SBrkr,888,676,0,1564,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1980,Unf,2,476,TA,TA,Y,0,50,0,0,204,0,NA,MnPrv,NA,0,4,2010,WD,Normal,160700
83,0531477050,030,RH,70,9800,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Fa,BrkTil,TA,TA,No,Unf,0,Unf,0,816,816,GasA,TA,N,FuseA,1012,0,0,1012,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1920,Unf,1,429,TA,TA,Y,121,0,80,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,77300
87,0532377060,020,RL,NA,9819,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31,TA,Gd,CBlock,TA,TA,No,BLQ,450,Unf,0,432,882,GasA,TA,Y,SBrkr,900,0,0,900,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1970,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,2,2010,WD,Normal,112100
88,0532377100,020,RL,75,7500,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,ALQ,824,Unf,0,216,1040,GasA,Fa,Y,SBrkr,1040,0,0,1040,1,0,1,1,3,1,TA,5,Typ,0,NA,Attchd,1963,Fin,1,308,TA,TA,Y,0,0,220,0,0,0,NA,MnPrv,NA,0,6,2010,WD,Normal,143100
89,0532378110,020,RL,NA,6897,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,659,Unf,0,381,1040,GasA,Ex,Y,SBrkr,1040,0,0,1040,1,0,1,1,3,1,TA,6,Typ,0,NA,Detchd,1962,Unf,1,260,TA,TA,Y,0,104,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,136800
91,0533130020,060,RL,107,10186,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,674,Unf,0,76,750,GasA,Ex,Y,SBrkr,1061,862,0,1923,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1992,RFn,2,564,TA,TA,Y,240,39,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,179800
92,0533130130,060,RL,85,13143,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,504,Gd,TA,PConc,Gd,TA,No,LwQ,250,GLQ,981,0,1231,GasA,Ex,Y,SBrkr,1251,1098,0,2349,1,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1993,RFn,3,762,TA,TA,Y,32,130,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,352700
93,0533130160,060,RL,88,11134,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,180,Gd,TA,PConc,Gd,TA,No,GLQ,1129,Unf,0,261,1390,GasA,Ex,Y,SBrkr,1402,823,0,2225,1,0,2,1,4,1,Gd,7,Typ,1,TA,Attchd,1992,RFn,3,713,TA,TA,Y,198,30,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,275400
94,0533205060,120,FV,25,4835,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Ex,TA,Av,GLQ,1298,Unf,0,190,1488,GasA,Ex,Y,SBrkr,1488,0,0,1488,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2004,Fin,2,506,TA,TA,Y,168,50,0,0,0,0,NA,NA,NA,0,3,2010,WD,Normal,249600
95,0533208090,160,FV,39,3515,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,840,840,GasA,Ex,Y,SBrkr,840,840,0,1680,0,0,2,1,2,1,Gd,3,Typ,0,NA,Attchd,2004,RFn,2,588,TA,TA,Y,0,111,0,0,0,0,NA,NA,NA,0,1,2010,WD,Normal,180000
96,0533210060,160,FV,30,3215,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,BrkFace,120,Gd,TA,PConc,Gd,TA,Av,GLQ,280,Unf,0,320,600,GasA,Ex,Y,SBrkr,600,600,0,1200,0,0,2,1,2,1,Gd,4,Typ,0,NA,Detchd,2004,RFn,2,480,TA,TA,Y,0,172,0,0,0,0,NA,NA,NA,0,4,2010,ConLD,Normal,165000
97,0533212010,160,FV,30,3182,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,600,600,GasA,Ex,Y,SBrkr,600,600,0,1200,0,0,2,1,2,1,Gd,4,Typ,0,NA,Detchd,2004,RFn,2,480,TA,TA,Y,0,172,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,140900
98,0533212020,160,FV,24,2544,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,368,ALQ,42,190,600,GasA,Ex,Y,SBrkr,600,600,0,1200,1,0,2,1,2,1,Gd,4,Typ,0,NA,Detchd,2004,RFn,2,480,TA,TA,Y,0,172,0,0,0,0,NA,NA,NA,0,2,2010,WD,Normal,159200
100,0533213030,020,FV,NA,4403,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,MetalSd,MetalSd,Stone,432,Ex,TA,PConc,Ex,TA,Av,GLQ,578,Unf,0,892,1470,GasA,Ex,Y,SBrkr,1478,0,0,1478,1,0,2,1,2,1,Gd,7,Typ,1,Gd,Attchd,2009,Fin,2,484,TA,TA,Y,0,144,0,0,0,0,NA,NA,NA,0,6,2010,New,Partial,212100
102,0533221110,160,FV,NA,2980,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,1159,Gd,TA,PConc,Gd,TA,No,GLQ,466,Unf,0,290,756,GasA,Ex,Y,SBrkr,756,756,0,1512,1,0,2,1,2,1,Gd,5,Typ,0,NA,Detchd,2000,Unf,2,440,TA,TA,Y,0,32,0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,186700
103,0533223020,160,FV,24,2572,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,ALQ,604,Unf,0,92,696,GasA,Ex,Y,SBrkr,696,720,0,1416,1,0,2,1,3,1,Gd,6,Typ,0,NA,Detchd,1999,Unf,2,484,TA,TA,Y,0,44,0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,144900
104,0533223100,160,FV,NA,2403,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,244,Unf,0,286,530,GasA,Ex,Y,SBrkr,530,550,0,1080,0,0,2,1,2,1,Gd,4,Typ,0,NA,Attchd,2003,RFn,2,496,TA,TA,Y,0,50,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,137110
107,0533253060,120,RL,30,4420,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Greens,Norm,Norm,TwnhsE,1Story,8,5,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,728,Unf,0,0,728,GasA,TA,Y,SBrkr,788,0,0,788,1,0,1,0,1,1,Gd,3,Typ,1,TA,Detchd,1980,Fin,2,484,TA,TA,Y,133,42,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,164800
108,0533253210,120,RL,40,3880,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,Twnhs,1Story,8,6,1978,1978,Gable,CompShg,Wd Sdng,Plywood,None,0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1052,Unf,0,174,1226,GasA,TA,Y,SBrkr,1226,0,0,1226,1,0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,1978,Fin,2,484,TA,TA,Y,223,78,0,0,0,0,NA,NA,NA,0,1,2010,WD,Normal,216200
110,0534102025,020,FV,80,8000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,833,Unf,0,659,1492,GasA,Ex,Y,SBrkr,1492,0,0,1492,1,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2002,RFn,2,596,TA,TA,Y,277,137,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,239900
111,0534129040,020,RL,NA,10456,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,120,TA,TA,CBlock,TA,TA,No,GLQ,506,Unf,0,1323,1829,GasA,Gd,Y,SBrkr,1829,0,0,1829,1,0,2,0,4,1,TA,8,Typ,0,NA,Attchd,1967,RFn,2,535,TA,TA,Y,0,76,0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,208600
112,0534151175,060,RL,80,10791,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1993,1993,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,Gd,TA,Mn,GLQ,1137,Unf,0,143,1280,GasA,Ex,Y,SBrkr,1280,1215,0,2495,1,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1993,Unf,2,660,TA,TA,Y,224,32,0,0,0,0,NA,NA,NA,0,3,2010,WD,Normal,253600
115,0534152100,060,RL,80,10421,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42,TA,TA,CBlock,Gd,TA,No,GLQ,394,Unf,0,586,980,GasA,TA,Y,SBrkr,980,734,0,1714,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1988,Unf,2,496,TA,TA,Y,228,66,156,0,0,0,NA,MnPrv,Shed,500,3,2010,WD,Normal,186600
116,0534176060,020,RL,78,9360,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1972,2006,Hip,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,982,Unf,0,179,1161,GasA,TA,Y,SBrkr,1381,0,0,1381,1,0,1,1,3,1,Gd,5,Typ,1,TA,Attchd,1972,RFn,2,676,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,3,2010,WD,Normal,207300
117,0534176230,060,RL,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1971,1971,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,329,Unf,0,386,715,GasA,TA,Y,SBrkr,930,715,0,1645,0,0,1,2,4,1,TA,7,Typ,0,NA,Attchd,1971,RFn,2,441,TA,TA,Y,0,78,0,0,0,0,NA,GdWo,NA,0,6,2010,WD,Normal,161000
121,0534401110,020,RL,90,9900,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1966,1966,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,No,BLQ,1059,Unf,0,150,1209,GasA,Gd,Y,SBrkr,1209,0,0,1209,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1966,RFn,2,504,TA,TA,Y,0,0,120,0,0,0,NA,NA,NA,0,4,2010,ConLD,Normal,169000
122,0534401140,020,RL,88,9680,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,Wd Sdng,Plywood,BrkFace,268,TA,TA,CBlock,TA,TA,No,BLQ,1010,Unf,0,500,1510,GasA,Ex,Y,SBrkr,1510,0,0,1510,1,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,1967,RFn,2,517,TA,TA,Y,0,40,0,0,204,0,NA,GdPrv,NA,0,4,2010,WD,Normal,169000
123,0534403360,080,RL,NA,10600,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,533,533,GasA,TA,Y,SBrkr,1131,644,0,1775,0,0,2,0,3,1,TA,8,Typ,0,NA,Attchd,1964,Unf,2,480,TA,TA,Y,0,172,0,0,0,0,NA,NA,NA,0,5,2010,COD,Family,126400
124,0534403410,080,RL,NA,14112,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86,TA,TA,PConc,TA,TA,Av,GLQ,1014,Unf,0,138,1152,GasA,TA,Y,SBrkr,1152,0,0,1152,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1964,RFn,2,484,TA,TA,Y,227,0,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,170500
127,0534430080,020,RL,68,9717,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1950,1996,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,Mn,GLQ,49,Rec,1029,0,1078,GasA,Gd,Y,FuseA,1078,0,0,1078,1,0,1,0,2,1,Gd,5,Typ,0,NA,Attchd,1950,Unf,1,240,TA,TA,Y,366,0,112,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,132325
130,0534450180,020,RL,50,7207,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1958,2008,Gable,CompShg,Wd Sdng,Plywood,None,0,TA,Gd,CBlock,TA,TA,Gd,BLQ,696,Unf,0,162,858,GasA,Gd,Y,SBrkr,858,0,0,858,1,0,1,0,2,1,TA,4,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,117,0,0,0,0,0,NA,NA,NA,0,2,2010,WD,Normal,106400
131,0534451150,030,RL,55,5350,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,1966,Gable,CompShg,Wd Sdng,Plywood,None,0,TA,Po,CBlock,TA,TA,No,Unf,0,Unf,0,728,728,GasA,Ex,Y,SBrkr,1306,0,0,1306,0,0,1,0,3,1,Fa,6,Mod,0,NA,NA,NA,NA,0,0,NA,NA,Y,263,0,0,0,0,0,NA,GdWo,Shed,450,5,2010,WD,Normal,66300
132,0534475100,020,RL,80,9920,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,110,TA,TA,CBlock,TA,TA,No,Rec,354,LwQ,290,412,1056,GasA,TA,Y,SBrkr,1063,0,0,1063,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1954,RFn,1,280,TA,TA,Y,0,0,164,0,0,0,NA,MnPrv,NA,0,2,2010,WD,Normal,137800
133,0534476260,080,RL,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1955,1972,Gable,CompShg,AsbShng,AsbShng,BrkFace,164,TA,TA,CBlock,TA,TA,Av,BLQ,674,LwQ,132,350,1156,GasA,Ex,Y,SBrkr,1520,0,0,1520,1,0,1,0,3,1,TA,7,Typ,2,Gd,Basment,1955,RFn,1,364,TA,TA,Y,0,0,189,0,0,0,NA,NA,NA,0,3,2010,WD,Normal,142800
135,0535101020,085,RL,75,11380,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,6,8,1966,2008,Gable,CompShg,HdBoard,HdBoard,BrkFace,216,TA,TA,CBlock,TA,TA,Gd,GLQ,944,Unf,0,136,1080,GasA,Gd,Y,SBrkr,1128,0,0,1128,1,0,1,0,2,1,Gd,5,Typ,1,Gd,Attchd,1966,Unf,1,315,TA,TA,Y,238,0,0,0,0,0,NA,NA,Shed,1500,1,2010,WD,Normal,168000
